ID,Institution,Deg_Prog,Semester,Age,Gender,Mother_Tong,No_of_Lang,Spk_prof_Urdu,Spk_prof_Eng,Spk_prof_Pash,Spk_prof_Balo,Spk_prof_Brah,Spk_prof_Sind,Spk_prof_Sara,Spk_prof_Pers,Spk_prof_Punj,Spk_prof_Hind,Spk_prof_Other,NameOtherLang,Lang_Aca_Ex,Sp_Slf_As,Rd_Slf_As,Wr_Slf_As,Lis_Slf_As,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54
074,3,10,7,21,2,4,2,1,1,0,0,0,0,0,0,0,0,0, ,0,3,2,2,1,2,2,3,4,4,4,4,5,5,3,4,3,4,5,3,5,4,4,3,3,5,6,6,4,4,4,5,4,4,4,5,5,5,4,5,3,4,4,3,3,3,4,4,5,4,5,5,5,4,2,4,3,5,4
075,3,10,7,20,2,6,7,1,1,1,1,1,1,0,1,0,0,0, ,0,2,1,2,2,1,6,7,4,4,7,5,5,7,7,1,5,7,7,7,6,1,1,7,4,7,4,7,3,6,6,6,7,6,6,7,6,7,2,4,1,7,7,7,1,1,6,7,1,2,4,4,7,1,6,6,7,7,1
076,3,10,7,20,2,1,6,1,1,1,1,1,0,0,1,0,0,0, ,0,2,1,2,2,1,6,7,4,4,6,2,6,7,2,1,4,6,2,7,6,2,7,6,6,6,1,7,4,6,6,2,7,7,6,7,6,7,1,6,1,6,7,4,1,6,6,6,1,2,4,6,7,2,6,4,7,6,1
077,3,10,7,20,2,4,3,1,11,0,0,0,0,0,0,0,1,0, ,0,2,1,1,1,4,3,1,6,6,4,6,4,1,6,2,4,2,4,4,1,2,1,4,4,4,6,1,3,1,4,7,4,1,4,3,4,1,2,1,2,3,6,3,5,6,1,6,4,6,6,5,6,2,4,4,1,1,2
078,3,10,7,21,2,12,7,1,1,0,1,0,0,1,0,1,1,1,Jaffarkii,1,2,2,2,2,2,4,7,7,6,3,6,4,6,5,6,2,4,6,5,2,4,6,4,5,7,7,7,6,7,5,6,7,6,6,6,7,7,6,7,2,7,4,6,1,4,1,6,6,6,6,4,5,4,4,6,6,6,2
079,3,10,7,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,1,2,2,6,6,5,5,2,7,7,7,6,5,6,5,6,7,5,6,7,7,6,7,7,6,6,7,5,6,6,7,7,7,7,7,5,7,7,7,5,7,1,7,4,999,3,6,5,6,7,6,2,7,5,7,4
080,2,3,4,20,1,2,5,1,1,0,1,1,1,0,0,0,0,0, ,1,2,2,3,3,6,7,7,4,6,3,6,5,7,7,1,1,4,7,2,7,2,7,4,2,2,6,7,2,4,1,6,1,7,7,5,6,2,4,7,5,6,2,6,2,5,2,6,5,3,6,6,6,4,1,7,7,6,2
081,2,3,4,19,1,8,4,1,1,1,0,0,0,0,0,0,1,0, ,1,2,1,1,1,2,1,1,2,7,2,1,7,1,7,1,1,7,4,1,2,1,4,1,1,1,1,1,1,7,1,7,1,1,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,2,4,1
082,2,3,4,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,2,2,1,6,7,5,6,3,5,4,6,6,4,5,6,7,6,6,4,6,4,5,6,4,6,6,7,5,3,6,6,6,6,7,5,4,5,4,5,4,7,3,5,3,6,4,4,5,5,6,3,4,6,4,6,2
083,2,3,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,1,1,1,6,5,5,5,5,7,5,4,7,2,6,4,6,2,2,5,6,7,6,5,6,7,7,7,6,6,2,6,6,6,7,6,6,6,7,7,7,6,7,5,7,5,6,5,5,5,4,6,6,7,6,7,7,7
084,2,3,4,22,1,1,3,1,1,11,0,0,0,0,0,0,0,0, ,1,3,3,3,3,1,1,7,6,1,7,4,4,5,7,6,1,4,7,1,6,1,7,4,4,6,6,7,6,7,7,1,1,4,6,4,4,6,4,6,6,7,7,7,1,6,1,6,1,1,1,4,6,4,1,6,7,7,4
085,2,3,4,999,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,0,2,2,2,2,2,4,1,2,6,4,5,5,6,6,5,6,5,6,4,6,2,6,2,2,6,6,6,6,6,5,6,5,6,6,6,4,6,5,6,1,2,5,6,1,6,5,4,6,5,4,2,6,4,4,6,6,6,6
086,2,3,4,21,1,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,3,3,3,2,1,4,6,6,6,6,1,2,4,4,3,1,2,4,5,2,2,4,4,5,5,3,6,6,4,6,2,2,3,4,5,5,6,4,2,2,6,6,4,2,6,5,4,2,6,2,4,6,4,6,4,6,6,4
087,2,3,4,19,2,4,2,1,1,0,0,0,0,0,0,0,0,0, ,0,2,2,2,2,2,7,6,6,2,4,6,5,4,2,5,2,6,5,5,6,4,7,7,4,7,5,6,6,7,5,4,6,7,4,6,7,7,2,7,6,7,5,7,3,7,2,6,4,3,5,6,6,4,5,7,6,5,4
088,2,3,4,21,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,0,2,1,2,2,6,5,6,5,6,6,5,6,4,6,6,7,7,6,6,6,5,7,7,7,5,7,7,3,7,3,6,7,7,7,7,4,7,4,7,5,6,6,7,6,6,7,7,5,7,7,7,7,7,6,7,7,7,7
089,2,3,4,20,1,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,1,1,6,7,6,7,4,6,5,2,6,2,4,7,7,5,6,5,7,7,1,4,7,7,7,7,1,2,5,6,1,3,5,5,3,6,4,5,4,1,1,7,6,6,5,4,4,6,7,1,1,2,5,5,6
090,2,3,4,22,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,2,2,2,4,7,6,6,7,5,7,6,7,7,1,6,7,5,1,7,2,7,6,3,6,7,5,4,4,2,5,6,6,6,7,6,7,3,7,1,6,2,3,4,7,6,5,4,6,6,6,6,1,6,6,7,7,7
091,2,3,4,23,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,3,1,6,7,5,7,4,6,6,7,3,7,6,5,7,2,5,3,6,5,1,1,4,6,2,6,5,1,6,5,5,5,3,6,6,6,3,4,4,4,1,6,1,3,4,4,4,5,4,1,4,6,6,6,4
092,2,3,4,19,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,1,2,2,3,6,4,6,2,6,4,2,6,5,5,2,6,6,1,6,1,6,1,1,4,4,5,6,7,4,4,2,4,6,6,4,6,6,6,1,4,6,6,1,4,5,2,6,4,1,6,5,4,3,6,4,7,4
093,2,3,4,20,1,3,4,1,1,0,1,1,0,0,0,0,0,0, ,0,3,2,2,1,6,7,5,4,1,4,3,1,5,4,6,7,6,3,1,4,5,7,5,4,6,6,6,5,7,7,1,5,4,6,6,6,7,6,7,4,6,5,6,4,6,1,4,5,5,6,5,6,5,6,4,6,5,5
094,2,3,4,19,1,1,4,1,1,1,0,1,0,0,0,0,0,0, ,1,2,2,2,2,7,7,1,5,7,1,6,6,5,4,1,6,6,3,6,2,6,7,7,7,3,6,2,4,2,4,2,7,6,6,6,2,6,4,2,7,7,4,2,2,7,2,7,2,6,6,7,7,7,2,4,7,7,7
095,2,3,4,20,1,4,4,1,1,1,0,0,0,0,0,0,1,0, ,0,2,1,1,1,2,6,6,5,2,2,4,6,6,6,4,2,6,4,2,6,6,7,5,2,6,4,6,4,5,4,6,2,2,4,6,5,5,5,6,4,4,2,2,2,7,2,4,4,2,4,7,6,2,3,4,6,5,6
096,2,3,4,22,1,4,2,1,1,0,0,0,0,0,0,0,0,0, ,0,2,1,1,2,2,6,7,5,4,2,4,3,6,6,4,2,2,6,3,6,2,7,2,2,6,6,6,5,6,3,6,6,6,6,6,7,4,2,6,2,6,2,5,2,6,2,4,5,6,5,7,2,3,2,7,6,6,4
097,2,3,4,19,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,2,2,2,3,1,6,4,2,5,4,3,5,3,6,3,4,2,4,5,4,4,4,2,1,1,6,2,6,4,7,4,6,2,6,4,5,2,4,4,6,2,4,4,7,4,2,6,3,6,4,2,4,1,6,4,7,1
098,2,3,4,20,1,7,5,1,1,1,0,0,0,1,0,1,0,0, ,1,2,1,2,2,1,7,7,5,5,4,4,7,7,6,4,6,7,2,7,7,5,5,6,7,4,7,7,6,5,2,1,7,7,3,7,7,7,1,7,5,7,6,6,1,7,7,7,7,4,7,7,7,6,2,5,7,7,6
099,2,3,4,22,1,6,3,1,1,0,0,0,0,0,1,0,0,0, ,1,2,2,3,2,5,2,6,4,1,1,4,7,6,7,4,1,6,7,4,4,2,5,5,4,6,3,6,1,7,5,5,3,5,4,6,7,4,5,6,4,7,6,7,1,7,1,7,6,7,6,4,7,5,5,6,7,6,4
100,2,3,4,20,1,1,4,1,11,1,0,0,0,1,0,0,0,0, ,0,3,2,3,3,6,2,6,2,2,2,6,2,6,2,6,6,2,2,6,2,2,2,6,2,2,2,6,6,6,6,2,6,2,999,2,999,6,999,6,999,2,999,2,999,6,999,6,999,6,999,2,6,6,2,6,6,6,6
101,2,3,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,2,1,5,4,7,4,2,5,3,6,6,2,1,4,6,4,4,4,3,4,3,3,6,6,7,3,6,2,7,4,5,5,3,5,4,2,5,5,5,3,3,4,7,5,4,2,3,4,4,6,5,1,5,4,7,7
102,2,3,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,1,2,3,6,7,7,6,1,4,4,4,6,3,6,4,6,2,5,6,6,7,7,6,5,5,6,3,5,5,4,2,1,4,6,3,3,7,6,7,6,5,6,6,5,6,5,7,6,6,6,6,7,4,6,6,1,3
103,2,3,4,20,1,1,4,1,1,1,0,0,0,0,0,0,1,0, ,1,3,2,2,3,6,5,7,7,5,4,7,7,7,1,7,7,7,2,7,6,5,7,7,6,5,7,7,7,7,7,2,5,6,6,5,7,6,7,7,6,7,6,5,6,7,5,6,5,7,6,7,7,6,7,7,6,7,6
104,2,3,4,20,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,3,1,2,2,4,2,5,5,3,3,6,6,5,4,6,4,5,3,6,6,3,6,5,4,4,5,7,6,7,3,4,6,7,4,6,7,6,6,7,3,7,6,4,1,5,4,6,5,4,5,5,5,4,6,4,7,7,4
105,2,3,4,19,1,2,4,1,1,0,1,0,1,0,0,0,0,0, ,1,3,2,2,3,1,2,7,7,5,1,6,5,7,3,6,5,6,5,6,2,3,2,5,6,6,6,2,5,999,3,1,6,6,6,6,6,7,4,2,1,6,6,2,4,6,7,6,6,5,4,5,5,3,7,6,6,6,4
106,2,3,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,2,1,3,7,6,7,5,6,1,7,7,7,1,6,7,7,1,6,7,2,6,7,6,2,6,7,7,7,3,2,7,6,2,7,7,7,6,7,5,7,7,6,7,7,7,7,7,7,7,2,7,2,7,7,6,7,5
107,2,3,4,21,1,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,3,1,3,3,7,6,6,5,7,1,7,6,7,1,6,7,7,2,7,5,7,7,6,7,7,7,7,6,7,5,1,7,7,7,7,5,7,5,5,6,7,6,6,1,6,7,6,7,7,7,7,7,7,6,6,7,7,7
108,2,3,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,2,2,3,7,4,7,7,7,3,7,6,7,3,7,7,4,3,7,7,7,7,6,7,7,6,7,6,7,7,1,7,7,6,7,7,6,7,7,4,6,6,5,7,5,7,7,6,5,6,6,7,5,5,7,6,6,5
109,2,4,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,2,2,2,6,6,6,6,7,3,6,6,7,1,6,4,5,1,1,5,5,6,5,6,5,7,7,6,6,6,3,6,6,7,7,6,6,6,7,5,6,6,5,6,7,5,6,5,6,6,6,7,2,6,6,6,7,7
110,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,1,2,1,2,6,4,6,6,6,2,7,7,7,2,6,2,4,2,2,7,4,2,6,6,4,7,6,4,6,6,1,7,2,7,7,7,7,7,7,2,7,7,2,2,7,2,7,7,7,6,2,6,2,2,2,6,7,7
111,2,4,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,1,1,1,7,3,7,7,6,1,7,6,6,2,7,4,7,2,7,7,6,5,7,6,6,5,7,6,6,4,3,6,4,2,6,7,7,4,6,2,6,4,2,2,7,5,7,6,6,7,6,7,6,4,6,7,7,6
112,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,999,3,1,1,2,7,6,7,7,7,4,7,6,7,2,6,6,7,1,7,6,7,5,6,7,4,6,7,5,7,6,1,7,7,5,7,7,7,7,6,2,7,5,2,5,7,5,6,7,7,7,5,7,7,5,7,7,7,5
113,2,4,4,19,1,2,7,1,1,1,1,1,0,0,1,1,0,0, ,0,3,2,3,2,3,5,6,3,2,2,3,4,6,7,4,2,3,5,7,6,3,7,4,6,6,4,7,3,4,3,6,7,1,6,5,4,6,2,5,5,6,1,7,1,6,4,6,3,5,2,3,5,1,4,6,6,6,5
114,2,4,4,24,1,999,5,1,1,1,0,0,0,1,0,1,0,0, ,0,3,3,2,1,7,5,6,6,6,3,6,6,7,2,6,5,6,2,6,2,7,6,2,6,6,6,6,6,6,6,2,5,6,6,6,6,5,5,6,5,6,5,5,6,5,6,6,6,5,6,2,6,6,6,6,6,6,6
115,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,1,3,6,2,7,6,2,1,4,4,6,1,4,3,4,2,4,6,1,5,7,2,5,4,6,1,6,5,6,5,4,1,7,3,6,3,4,1,4,1,7,1,7,6,7,3,5,7,3,999,6,5,1,2,5,6
116,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,2,5,4,6,6,4,4,6,6,5,4,7,7,6,2,4,7,4,4,7,7,6,6,7,5,7,7,2,5,7,4,7,5,7,7,7,1,7,6,2,1,7,5,7,7,5,7,6,7,7,6,5,7,7,5
117,2,4,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,22,11,2,2,6,1,7,7,1,1,7,7,7,7,2,1,7,7,2,7,2,1,7,2,5,2,7,5,4,2,1,7,7,3,7,3,7,2,7,1,4,1,7,1,7,4,7,3,5,3,7,7,5,2,4,7,7,5
118,2,4,4,20,1,4,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,3,5,2,6,7,7,6,5,4,7,7,6,2,6,1,6,5,5,5,5,7,6,7,7,7,6,4,2,7,7,2,6,6,7,5,7,4,7,6,2,2,4,4,6,6,6,6,2,5,5,6,2,7,6,5
119,2,4,4,21,1,1,3,1,1,11,0,0,0,0,0,0,0,0, ,999,3,2,2,3,6,1,5,6,6,1,6,2,6,1,6,2,6,1,2,6,1,1,7,2,2,7,7,2,7,6,1,7,6,1,6,6,7,7,7,1,7,7,1,1,6,1,7,6,2,6,2,6,5,6,2,7,7,1
120,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,3,2,4,7,6,7,1,7,7,7,7,7,1,7,7,1,7,1,7,1,1,7,7,7,7,7,7,1,7,7,6,1,7,6,5,7,1,7,1,6,2,6,5,7,6,5,7,7,6,7,7,4,7,7,6
121,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,2,1,1,7,7,6,2,6,2,6,2,2,6,6,1,6,6,1,6,6,7,2,2,6,7,6,6,6,7,7,2,6,7,7,6,6,2,6,2,1,6,6,6,6,2,6,6,6,6,7,6,6,6,2,2
122,2,4,4,19,1,1,5,1,1,1,0,1,0,0,1,0,0,0, ,0,1,2,2,1,7,6,7,1,3,4,6,7,7,1,1,7,7,4,7,5,6,7,7,7,1,7,7,7,1,1,2,7,6,1,5,7,7,4,7,7,6,3,1,1,7,5,4,1,4,3,3,7,6,1,1,7,6,5
123,2,4,4,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,2,6,1,7,7,7,1,7,1,7,2,7,2,1,6,6,4,5,1,6,6,1,7,7,5,7,7,3,5,7,5,7,6,7,6,7,1,7,6,7,1,1,5,7,7,7,5,1,7,7,5,7,7,6,1
124,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,1,2,7,2,7,7,7,2,7,6,6,1,2,7,7,2,6,6,6,6,6,7,6,7,7,6,7,2,1,7,2,2,6,6,6,6,7,2,7,6,2,2,2,6,6,6,7,7,6,6,5,6,6,6,7,7
125,2,4,4,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,2,2,6,1,7,5,6,1,5,2,7,1,1,1,2,1,5,4,1,5,2,5,3,6,7,2,7,2,2,7,6,1,7,7,6,5,7,2,7,5,1,1,4,5,6,6,5,6,2,7,5,5,6,7,7,1
126,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,2,7,4,5,6,7,1,7,5,7,1,5,6,5,3,7,7,5,4,7,7,7,5,7,5,7,1,1,7,7,3,7,7,7,6,7,3,7,7,1,1,7,3,7,7,7,6,3,7,5,5,7,7,7,5
127,2,4,4,21,1,1,4,1,1,1,0,0,0,0,0,0,0,1,Kohistani,1,3,2,2,2,7,6,7,6,7,4,6,5,7,1,4,6,7,6,7,7,4,5,7,7,6,7,7,2,7,5,5,7,7,5,7,7,7,2,7,7,7,4,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7
128,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,2,1,2,1,2,7,4,7,1,1,4,7,1,1,1,6,2,7,1,5,7,4,1,2,5,7,5,7,2,2,4,2,1,6,2,3,2,4,2,6,2,1,1,6,2,4,4,5,4,2,6,4,3,6,7,6,1
129,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,2,2,4,2,6,7,5,4,7,6,6,6,5,7,6,5,6,6,6,6,6,6,6,6,7,7,7,6,2,6,7,6,6,7,7,6,7,6,7,6,7,6,7,5,6,7,6,7,6,7,7,7,6,7,7,7
130,2,4,4,20,1,1,4,1,1,1,0,0,0,0,0,0,0,1,Arabic,0,3,2,2,1,2,1,6,6,7,2,7,7,6,6,6,7,7,2,6,7,7,2,7,6,6,7,7,6,5,6,2,7,6,6,6,6,999,6,6,6,7,7,7,6,7,7,6,7,6,7,3,6,6,7,6,6,7,7
131,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,2,2,2,7,6,7,7,7,2,7,6,7,4,7,6,7,2,7,5,7,7,7,7,7,7,7,7,7,6,1,7,7,6,7,7,7,7,7,6,7,7,7,6,7,6,7,7,7,7,7,7,7,6,7,7,7,6
132,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,2,3,6,7,7,6,2,6,7,7,7,4,5,5,6,4,6,5,7,6,5,7,7,7,6,6,3,3,5,6,6,5,6,7,7,7,3,7,5,7,2,6,5,7,7,6,7,4,6,6,5,6,7,7,4
133,2,4,4,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,3,3,7,5,6,6,6,3,6,6,7,2,5,5,6,2,5,6,5,7,7,5,5,6,6,5,6,6,2,6,7,5,6,7,6,6,7,5,7,6,6,5,5,5,6,5,5,6,6,6,6,6,6,5,5,5
134,2,4,4,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,2,3,6,7,7,6,7,2,7,7,7,3,7,6,7,1,7,7,7,6,7,6,7,7,7,7,7,7,3,7,7,6,7,7,7,6,7,7,7,7,5,5,7,6,7,6,7,6,5,7,2,7,5,7,7,6
135,2,4,4,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,2,2,1,4,3,7,6,6,3,6,7,7,5,5,7,7,5,6,6,5,7,7,6,7,7,7,6,6,5,4,5,6,6,6,5,7,4,6,7,7,5,7,1,7,5,7,6,6,4,6,7,7,5,7,7,7,6
136,2,4,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,2,2,1,6,6,7,1,1,5,5,7,6,3,5,6,6,7,5,6,7,5,6,7,7,7,6,5,2,3,7,5,6,7,7,7,7,7,5,7,3,1,3,7,7,7,7,5,6,6,6,7,4,7,7,7,5
137,2,4,2,19,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,2,2,2,7,6,7,6,6,3,6,5,6,3,7,5,7,1,7,6,5,7,7,7,6,5,7,2,7,6,1,7,6,7,7,6,5,7,6,2,6,5,4,3,7,6,6,6,4,4,6,7,6,6,6,5,6,7
138,2,4,2,20,1,7,5,1,1,1,0,0,0,1,0,1,0,0, ,0,3,2,2,2,7,1,7,5,7,1,5,3,6,1,3,6,4,4,6,6,5,5,3,5,1,7,7,4,5,3,5,6,5,3,6,4,7,5,5,1,4,6,3,2,4,6,4,5,5,5,5,4,5,4,4,6,7,1
139,2,4,2,20,1,3,6,1,1,0,1,1,1,1,0,0,0,0, ,1,3,2,2,2,6,1,6,4,6,1,5,3,6,1,6,7,6,2,7,2,6,5,7,6,2,6,7,2,7,2,2,1,6,2,7,6,6,5,5,6,6,3,2,6,6,6,6,6,6,6,2,6,6,2,2,6,6,3
140,2,4,2,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,2,3,4,6,7,5,6,2,4,5,4,6,2,2,4,4,3,6,1,5,5,2,7,6,7,4,6,4,6,1,4,6,4,4,7,6,7,4,4,4,7,2,6,4,4,7,4,4,6,7,6,4,5,6,7,6
141,2,4,2,20,1,1,5,1,1,1,0,0,0,1,0,0,1,0, ,0,3,2,2,2,2,3,1,2,5,1,4,5,4,2,4,3,5,2,4,5,3,6,999,5,4,6,5,3,4,2,2,5,4,3,2,3,5,4,4,3,5,5,1,5,5,999,3,6,4,4,4,5,4,5,6,6,5,5
142,2,4,2,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,3,2,2,5,5,1,1,5,1,7,7,7,7,2,7,7,6,5,7,5,4,5,4,6,7,5,7,7,5,1,7,1,6,7,7,7,7,7,7,7,5,7,4,7,7,7,7,7,7,5,7,4,4,4,7,7,4
143,2,4,2,20,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,1,2,3,3,4,5,3,2,1,6,4,3,5,2,2,5,2,6,7,5,3,3,7,5,7,7,7,7,7,1,7,7,1,6,6,7,6,7,7,7,4,5,7,4,7,7,7,7,6,7,5,7,4,4,4,6,7,1
144,2,4,2,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,1,2,7,6,7,7,7,4,7,7,7,6,7,7,6,4,7,4,7,5,7,7,7,4,7,7,7,4,4,7,7,5,7,7,7,5,7,7,4,7,7,4,7,6,7,7,7,6,6,7,6,7,4,7,7,1
145,2,4,2,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,1,1,2,7,6,7,6,7,4,7,7,7,2,7,6,7,2,4,6,7,7,7,6,6,7,7,4,7,6,1,7,3,2,7,7,7,7,7,6,5,7,1,2,7,6,6,7,6,5,6,7,6,6,7,7,6,7
146,2,4,2,19,1,11,3,1,1,0,0,0,1,0,0,0,0,0, ,1,3,1,1,3,1,2,7,6,6,4,6,4,6,2,4,6,6,2,4,5,6,7,6,4,2,6,6,7,6,4,3,6,6,2,4,6,6,7,7,6,2,4,4,5,4,5,999,2,3,4,6,4,4,5,4,7,4,4
147,2,4,2,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,2,2,3,6,4,6,5,6,3,7,5,6,5,2,6,6,7,4,6,5,3,5,6,5,6,7,6,5,4,5,6,3,5,7,7,5,2,6,2,6,5,6,3,6,1,6,7,6,6,7,6,2,6,5,7,7,5
148,2,4,2,19,1,2,4,1,1,0,1,0,1,0,0,0,0,0, ,1,2,1,2,2,6,7,6,4,3,4,7,6,6,1,6,6,1,1,6,6,5,7,7,7,6,2,7,5,4,5,1,6,7,6,5,4,6,6,6,5,7,4,1,5,7,6,7,7,4,6,6,7,2,5,6,7,7,4
149,2,4,2,19,1,3,5,1,1,1,0,1,0,0,1,0,0,0, ,0,3,2,2,3,2,3,6,5,6,2,4,3,4,4,5,4,2,4,5,2,2,7,3,4,5,6,5,4,4,2,4,4,6,5,5,4,5,5,4,2,4,3,4,4,5,2,5,5,5,5,6,5,2,5,2,2,4,2
150,2,4,2,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,1,2,2,2,1,7,2,6,1,6,1,6,4,6,7,5,2,7,2,6,1,6,6,5,7,6,7,5,7,6,7,4,2,6,6,5,1,6,7,7,6,2,1,6,3,6,7,6,7,2,6,1,6,6,7,7,5
