ID,Institution,Deg_Prog,Semester,Age,Gender,Mother_Tong,No_of_Lang,Spk_prof_Urdu,Spk_prof_Eng,Spk_prof_Pash,Spk_prof_Balo,Spk_prof_Brah,Spk_prof_Sind,Spk_prof_Sara,Spk_prof_Pers,Spk_prof_Punj,Spk_prof_Hind,Spk_prof_Other,NameOtherLang,Lang_Aca_Ex,Sp_Slf_As,Rd_Slf_As,Wr_Slf_As,Lis_Slf_As,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54
151,2,4,2,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,2,2,6,7,7,6,6,4,7,7,7,2,7,7,1,2,7,7,7,7,7,7,6,7,7,6,6,7,4,7,7,7,7,7,5,6,7,5,6,7,7,5,7,6,6,7,6,7,1,6,4,6,2,7,7,6
152,2,4,2,19,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,0,2,2,2,2,7,7,7,6,7,1,6,7,7,1,7,7,7,1,7,7,7,7,7,7,6,6,7,7,7,6,1,7,7,7,7,6,7,1,6,6,7,6,7,6,7,7,7,6,7,7,7,7,6,1,1,7,7,7
153,2,4,2,19,1,1,5,1,1,1,0,0,0,1,0,0,0,1,Tareeno,0,1,1,2,1,6,7,7,7,6,2,7,7,7,4,1,7,7,7,7,7,999,4,7,999,6,7,7,7,7,2,4,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,7,7,7,7,4,7,7,7,7
154,2,4,2,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,2,2,6,3,7,5,6,3,7,7,7,2,5,7,7,1,6,6,7,7,7,5,7,6,7,5,6,5,3,7,6,5,6,6,6,5,7,5,7,5,6,6,7,7,7,5,6,7,6,7,5,5,5,5,6,6
155,2,4,2,20,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,1,3,7,6,7,7,7,4,6,7,6,1,1,4,7,2,7,6,7,6,7,4,6,7,7,6,7,5,1,7,6,6,6,6,6,6,7,6,7,5,1,2,7,5,6,6,7,7,6,7,6,5,6,6,7,7
156,2,4,2,19,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,2,2,2,6,7,7,7,6,7,7,6,6,4,1,6,4,7,1,6,4,7,7,6,7,7,7,7,4,4,2,7,7,7,7,7,7,6,7,5,7,4,7,4,6,5,7,6,6,7,7,7,4,5,7,7,7,7
157,1,1,1,23,1,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,3,3,5,2,4,5,5,2,2,2,4,5,4,3,3,4,4,4,3,6,3,3,5,5,5,4,4,3,4,3,4,2,3,4,3,4,3,5,3,5,3,5,3,5,6,3,4,6,6,6,6,6,5,4,5,4
158,1,1,1,23,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,1,2,7,4,6,5,5,1,7,6,7,2,6,4,6,2,6,6,2,4,5,6,6,7,7,6,6,5,3,7,7,3,5,999,5,6,5,3,6,3,3,7,999,5,6,6,5,6,4,6,6,6,3,5,7,5
159,1,1,1,22,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,0,3,2,2,1,6,4,7,6,6,4,6,6,7,4,4,6,6,2,7,4,5,7,7,6,5,4,6,4,7,7,4,5,7,6,2,7,4,5,7,4,6,3,7,3,5,3,999,5,2,6,7,6,4,6,7,4,6,4
160,1,1,1,22,1,5,4,1,1,0,0,1,0,0,0,1,0,0, ,0,2,1,2,1,2,4,6,6,5,4,5,6,7,6,3,3,5,6,3,6,2,7,6,4,4,4,6,6,6,2,6,5,5,4,4,3,3,2,6,6,6,5,6,6,6,5,6,4,4,6,6,6,6,3,6,3,6,6
161,1,1,1,22,1,4,5,1,1,1,0,0,0,0,0,1,1,0, ,1,2,3,2,2,1,2,7,2,4,3,6,5,7,5,5,4,6,5,2,6,6,6,6,7,5,4,7,4,6,6,6,7,7,6,6,6,7,4,5,7,7,5,4,1,7,7,7,4,4,5,3,6,4,5,6,7,7,5
162,1,1,1,19,2,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,2,4,3,6,6,6,5,6,3,7,7,1,2,2,7,7,7,7,6,5,6,7,7,7,6,6,2,7,6,5,7,6,5,6,6,7,1,6,2,7,1,1,7,7,6,6,5,4,6,7,2,7,6,6,5
163,1,1,1,21,2,4,2,1,1,0,0,0,0,0,0,0,0,0, ,0,2,1,2,2,2,7,7,6,4,5,7,7,7,7,2,2,7,7,2,6,2,7,6,5,6,7,7,7,6,2,6,4,7,5,6,7,7,2,7,7,7,2,6,6,7,6,7,7,6,7,7,7,6,3,7,4,7,7
164,1,1,1,18,2,4,2,1,1,0,0,0,0,0,0,0,0,0, ,1,1,2,2,1,7,1,6,6,7,2,6,2,6,1,7,1,2,1,6,6,7,7,7,6,1,6,7,7,6,6,1,7,7,1,7,7,6,6,7,6,6,6,1,1,2,6,6,5,7,6,7,7,6,6,3,6,7,6
165,1,1,1,21,1,2,6,1,1,1,1,1,0,0,1,0,0,0, ,0,2,2,2,2,5,6,7,7,6,2,6,7,7,6,1,6,7,6,7,7,7,6,6,7,7,6,7,6,7,5,6,6,6,6,7,7,6,2,6,6,7,2,3,5,7,6,6,7,6,6,7,7,6,2,6,7,7,7
166,1,1,1,20,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,0,1,1,2,2,6,1,1,1,1,6,1,1,2,6,2,2,2,6,1,2,1,2,6,1,2,2,1,1,1,6,7,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,7,7,6,7,6,7,6,7
167,1,2,1,23,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,1,1,2,6,7,7,4,6,2,7,6,7,4,5,6,7,6,6,5,6,7,7,7,6,6,7,7,7,6,3,6,7,6,7,6,6,5,6,6,7,4,2,6,7,6,4,6,6,6,6,7,5,5,6,7,7,7
168,1,1,1,20,1,2,3,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,1,7,6,6,6,6,2,6,6,6,2,5,6,7,3,6,6,6,7,7,7,6,6,6,6,6,6,2,7,7,6,7,7,7,7,7,6,7,6,6,7,6,7,7,5,6,6,6,6,6,6,6,6,7,6
169,1,1,1,19,1,3,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,2,6,2,7,7,7,2,6,1,7,1,1,2,3,6,7,7,6,6,5,6,7,6,7,7,6,2,7,7,6,7,7,6,6,6,7,1,6,1,7,1,1,7,7,6,6,7,2,6,6,2,7,7,6,2
170,1,1,1,21,1,3,4,1,1,1,0,1,0,0,0,0,0,0, ,1,2,1,1,1,1,4,6,4,6,2,5,7,7,7,6,5,7,5,7,6,5,7,6,5,7,5,7,5,6,5,5,6,5,6,6,6,7,6,7,7,7,6,7,1,7,4,7,5,5,6,6,7,4,5,7,6,7,7
171,1,1,1,23,1,5,3,1,1,0,0,0,0,0,0,1,0,0, ,0,2,2,2,2,1,2,7,6,2,6,2,6,7,6,2,2,6,6,6,6,2,7,5,7,6,6,6,6,7,6,6,2,6,7,7,7,7,2,7,6,7,6,7,2,7,6,7,6,1,5,3,6,1,2,7,7,7,5
172,1,1,1,21,2,9,2,1,1,0,0,0,0,0,0,0,0,1,Kashmiri,0,3,2,2,2,4,6,5,5,6,2,4,4,6,6,4,6,4,6,6,6,6,4,4,4,6,6,6,6,6,4,6,6,6,6,6,6,6,4,6,2,6,4,2,4,6,6,6,6,4,6,4,6,4,4,6,6,6,4
173,1,1,1,23,1,3,3,1,0,0,0,1,1,0,0,0,0,0, ,1,2,3,3,1,5,6,7,6,5,1,5,4,5,3,7,1,6,2,5,6,5,3,3,4,5,5,6,5,5,2,5,6,5,5,5,6,6,6,5,5,5,5,5,5,6,6,5,5,5,6,5,5,3,5,5,5,6,6
174,1,1,1,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,2,2,1,1,2,7,5,7,7,4,6,6,7,5,3,6,3,7,6,5,7,2,5,7,6,7,1,6,4,1,7,7,5,7,7,7,6,6,1,7,4,7,1,7,7,6,4,5,4,7,1,5,5,7,6,5,6
175,1,1,1,23,2,6,4,1,1,1,0,0,0,0,1,0,0,0, ,1,2,1,1,2,6,1,1,2,6,2,2,1,1,2,6,4,1,7,2,2,2,2,1,4,1,2,1,2,1,6,7,1,1,1,2,1,4,3,2,4,2,7,7,4,4,4,2,2,2,2,4,2,4,6,2,1,2,2
176,1,1,1,18,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,2,2,2,6,2,7,7,7,2,6,2,6,1,1,7,2,6,7,6,7,7,6,7,6,6,5,4,5,1,7,7,6,7,7,7,7,6,7,1,7,1,6,2,3,7,7,6,5,7,6,6,6,2,7,7,6,2
177,1,1,1,22,1,1,4,1,1,1,0,0,0,0,1,0,0,0, ,0,2,1,1,1,7,1,7,4,5,1,7,7,7,1,7,7,7,7,7,999,5,7,7,5,7,7,7,5,7,7,1,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
178,1,2,1,22,2,3,3,1,1,0,0,1,0,0,0,0,0,0, ,0,2,1,1,1,6,3,7,7,6,6,5,5,6,6,6,5,5,5,7,6,5,3,7,6,7,3,7,6,6,5,1,7,7,7,7,6,7,7,7,1,5,4,7,3,6,6,7,7,6,5,5,6,7,5,7,5,6,5
179,1,1,1,20,2,4,3,1,11,0,0,0,0,0,0,1,0,0, ,1,3,2,3,1,999,6,6,4,6,6,2,7,5,6,3,5,4,2,5,6,4,5,6,1,1,6,5,7,4,3,2,4,7,4,6,6,7,4,6,3,6,1,3,1,6,4,5,999,3,6,4,6,6,3,4,6,7,4
180,1,1,1,19,1,5,5,1,1,1,1,0,0,0,0,1,0,0, ,1,3,2,1,3,6,6,7,4,4,1,6,6,7,1,5,7,5,5,4,3,7,7,6,6,2,6,6,6,7,5,6,7,7,7,6,2,7,6,6,6,3,6,7,6,7,6,6,6,5,6,4,4,6,6,7,6,7,4
181,1,2,1,22,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,1,2,1,1,1,7,7,5,3,7,2,7,5,6,7,1,2,7,7,7,1,1,7,5,7,7,6,6,7,3,7,6,7,7,7,5,6,7,1,7,7,5,1,1,6,7,6,6,7,1,1,6,6,7,7,7,1
182,1,1,1,23,1,2,10,1,1,1,1,1,1,1,1,1,1,0, ,0,2,999,999,999,1,3,7,1,4,5,1,7,7,7,1,1,7,5,1,5,7,7,1,1,7,6,6,5,7,4,7,6,1,7,6,6,4,1,1,1,1,1,1,4,7,1,6,1,7,1,7,7,1,1,7,4,7,1
183,1,1,1,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,1,2,1,2,5,6,5,6,4,6,6,1,5,4,7,4,5,6,3,7,6,5,6,6,6,4,6,4,2,7,2,4,6,6,6,4,7,4,6,6,2,5,6,5,4,3,5,6,5,6,2,4,5,4,7,3
184,1,1,1,22,1,5,4,1,1,0,0,0,0,0,1,1,0,0, ,0,2,1,1,2,2,2,5,6,5,4,5,6,5,4,5,1,6,5,4,6,5,7,5,2,6,6,6,6,6,2,6,2,6,5,6,6,6,6,6,2,5,3,4,2,6,5,6,4,2,4,5,6,6,5,6,6,6,2
185,1,1,1,21,1,2,5,1,1,1,1,1,0,0,0,0,0,0, ,1,2,1,2,2,6,6,7,5,2,3,6,7,7,5,5,2,6,2,7,6,7,6,7,7,6,6,7,5,5,5,6,6,7,6,6,6,3,3,6,3,7,6,4,6,1,4,6,4,6,4,6,7,5,3,7,7,6,1
186,1,1,1,18,1,3,3,1,1,0,0,1,0,0,0,0,0,0, ,1,1,1,2,1,3,1,2,1,3,7,1,2,3,4,1,1,1,4,1,2,4,2,1,3,2,3,1,1,1,2,7,4,2,1,2,1,1,3,1,1,1,2,3,1,999,3,1,1,3,1,4,2,1,2,1,1,1,2
187,1,12,7,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,1,1,1,6,3,7,6,5,2,5,3,6,2,5,5,3,2,3,6,5,5,5,5,3,6,6,6,5,5,2,7,5,3,7,6,7,6,6,3,5,5,2,3,6,7,6,6,5,5,6,7,6,5,3,6,6,3
188,1,12,7,21,2,1,4,1,1,1,0,0,0,0,1,0,0,0, ,1,2,2,2,2,2,2,7,6,7,6,6,1,7,6,6,3,1,7,6,6,2,2,3,7,7,6,7,1,7,5,6,2,3,6,6,3,7,6,6,3,2,6,6,2,2,7,4,5,3,5,2,6,3,6,6,5,7,1
189,1,1,1,21,1,2,5,1,1,1,1,1,0,0,0,0,0,0, ,1,1,1,1,1,6,5,7,7,7,6,6,7,7,7,2,5,7,6,7,2,7,7,7,7,7,7,7,7,7,2,6,7,7,4,4,5,7,5,4,7,4,7,4,6,7,7,7,5,6,6,2,7,7,2,7,7,7,7
190,1,2,1,21,1,2,6,1,1,1,1,1,0,0,1,0,0,0, ,1,1,1,2,1,1,7,7,7,1,5,7,7,7,6,1,7,7,7,2,5,1,7,7,5,7,7,7,7,6,1,7,6,7,7,1,7,5,1,1,2,7,7,7,1,7,1,7,7,7,7,5,7,5,1,6,6,6,6
191,1,1,1,21,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,3,2,2,1,6,7,7,7,7,2,6,5,7,1,5,2,6,6,7,6,7,6,4,7,7,6,7,6,7,6,1,7,7,7,7,7,7,6,6,2,7,6,6,4,7,6,3,7,7,7,7,7,6,6,2,2,7,4
192,1,1,1,21,1,3,4,1,1,0,1,1,0,0,0,0,0,0, ,1,1,1,999,999,6,7,7,6,6,2,7,5,7,6,2,2,6,6,6,5,6,4,7,6,6,7,7,6,2,5,1,5,6,5,6,6,6,7,6,1,4,1,2,1,6,3,4,4,6,4,5,6,6,3,5,6,6,3
193,1,2,4,19,1,8,4,1,1,0,0,0,0,0,0,1,1,0, ,1,1,1,1,1,7,2,6,6,6,6,6,1,7,7,1,2,6,1,7,7,7,7,6,6,7,7,6,6,7,1,7,7,6,7,7,6,6,6,7,2,6,2,7,2,6,7,7,6,6,7,5,6,7,1,7,7,6,5
194,1,2,4,23,1,1,6,1,1,1,1,1,0,0,1,0,0,0, ,0,2,1,2,2,2,5,7,5,5,3,6,6,5,2,4,2,6,5,6,3,1,1,5,6,4,2,6,3,6,2,2,2,2,1,5,6,6,3,6,7,2,2,2,4,5,3,3,3,6,6,6,6,7,6,6,6,6,2
195,1,1,4,23,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,1,6,6,7,6,7,3,6,4,7,7,5,5,5,7,7,6,7,7,4,5,7,7,7,4,7,7,1,6,7,4,6,6,6,5,7,7,6,6,3,2,7,7,6,7,7,7,4,6,7,6,7,7,7,4
196,1,2,4,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,1,2,2,7,6,7,6,7,2,5,6,6,3,7,5,6,2,6,7,6,6,5,5,4,5,7,5,5,5,2,6,7,6,7,5,5,4,5,2,4,5,2,1,6,5,6,5,5,6,6,5,6,5,6,5,6,6
197,1,1,4,24,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,1,1,1,2,3,1,3,7,6,3,6,6,7,7,1,5,4,7,7,7,7,1,7,7,7,4,7,7,7,2,5,7,7,4,7,7,7,6,7,5,7,2,6,1,6,7,7,7,7,4,1,7,4,1,3,7,7,5
198,1,1,4,22,2,8,3,1,1,0,0,0,0,0,0,0,1,0, ,0,2,2,2,2,3,2,6,5,5,1,4,4,6,5,6,4,4,6,4,5,3,3,4,5,6,4,4,5,6,3,3,4,5,6,5,4,4,4,5,2,5,3,7,4,5,3,3,3,4,4,4,5,4,4,5,5,6,4
199,1,2,4,23,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,1,1,1,3,6,7,5,7,7,6,7,5,3,2,3,6,5,6,5,4,3,7,6,6,7,7,6,7,7,2,7,3,6,7,3,5,4,5,3,5,2,5,2,7,5,6,3,4,4,5,6,4,2,6,6,7,5
200,1,1,4,23,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,3,1,1,2,3,6,7,5,5,2,4,6,6,6,4,3,4,6,4,5,4,5,4,3,7,6,6,5,6,4,5,5,4,7,5,5,4,3,6,4,4,5,7,3,5,3,4,4,4,4,3,5,5,3,6,4,3,4
201,1,2,4,23,1,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,3,2,2,2,2,3,7,6,1,1,7,6,7,2,7,7,6,3,6,6,6,6,4,6,6,5,7,2,6,6,4,6,6,5,6,6,6,4,6,4,6,6,2,2,6,6,6,6,6,6,4,6,4,7,7,6,6,4
202,1,1,4,23,1,2,4,1,1,0,1,1,0,0,0,0,0,0, ,0,2,1,1,2,7,6,7,6,6,6,6,2,4,6,2,6,4,6,6,5,7,6,7,6,2,6,7,6,7,6,1,6,7,6,7,7,7,6,6,2,7,6,6,2,6,7,7,6,6,7,7,7,2,2,7,6,7,6
203,1,1,4,24,1,1,4,1,1,1,0,0,0,0,1,0,0,0, ,1,1,1,2,2,2,1,7,6,5,3,2,6,7,1,2,3,7,6,7,2,3,2,6,2,3,2,1,1,1,3,7,2,3,2,1,6,3,3,1,5,3,1,2,3,1,3,1,2,3,4,1,3,2,1,4,1,1,2
204,1,1,4,23,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,2,2,2,6,2,6,2,6,2,6,2,7,6,2,6,6,6,6,6,6,2,2,6,2,2,6,6,6,6,2,6,6,2,7,7,7,2,2,2,2,6,6,2,6,7,7,6,6,7,2,6,6,6,2,6,6,2
205,1,1,4,24,2,10,4,1,1,0,0,0,0,0,1,0,0,1,Hazargi,1,2,2,2,2,4,6,7,6,5,4,6,6,6,5,3,4,4,3,4,6,4,5,5,4,6,6,7,5,6,5,6,6,6,5,6,6,6,3,6,4,5,3,5,4,5,6,6,6,6,6,5,5,5,3,6,5,6,4
206,1,1,4,25,1,2,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,2,1,2,1,1,3,2,4,5,5,4,3,5,6,1,4,3,7,7,6,6,7,7,7,2,7,5,1,5,2,6,7,5,6,4,5,999,3,5,6,2,2,7,7,6,7,6,6,6,5,4,4,6,7,5
207,1,2,4,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,3,1,2,7,6,7,4,7,1,7,4,6,4,3,6,6,1,4,6,7,4,7,6,7,7,7,7,7,6,1,5,6,7,7,5,6,4,7,6,5,7,7,6,7,7,5,7,6,7,5,7,7,6,7,6,7,6
208,1,2,4,23,2,6,3,1,1,0,0,0,0,0,1,0,0,0, ,1,2,2,1,2,1,1,6,5,5,4,5,6,7,7,2,4,7,7,4,6,2,1,5,4,6,5,7,7,7,2,6,6,6,4,7,7,7,2,6,2,7,2,7,2,7,5,6,5,4,4,1,6,3,2,7,7,7,4
209,1,1,4,25,1,7,5,1,1,0,0,0,0,1,0,1,1,0, ,0,2,1,2,1,4,7,7,4,4,6,7,7,7,6,2,2,7,1,7,5,2,7,7,7,7,7,7,6,6,6,6,2,6,6,6,6,7,7,7,2,2,6,7,2,4,2,4,7,7,7,7,7,4,1,7,7,7,4
210,1,1,1,21,1,1,2,1,0,1,0,0,0,0,0,0,0,0, ,0,999,999,999,999,3,1,7,2,4,1,2,2,6,1,3,2,1,3,4,3,2,4,4,2,4,1,7,2,7,2,1,2,4,1,7,4,7,2,2,1,1,2,1,1,2,4,7,3,2,2,1,7,1,2,4,7,4,1
211,1,1,1,19,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,2,1,2,6,2,7,5,5,1,7,2,6,7,1,2,1,6,7,7,6,6,7,7,6,6,7,7,6,1,7,7,7,7,6,7,6,5,6,1,7,2,6,1,2,7,7,6,7,6,2,6,7,2,7,6,6,1
212,1,1,1,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,2,1,2,7,5,7,7,7,1,7,7,7,2,5,7,7,3,7,7,7,7,7,7,5,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
213,1,1,1,23,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,3,1,1,1,5,3,7,6,3,5,2,6,7,3,5,2,6,3,5,6,2,7,6,5,3,6,7,6,6,5,2,7,6,3,6,6,5,3,6,6,6,5,3,3,6,6,7,6,6,5,7,6,5,5,6,7,7,6
214,1,1,1,21,1,2,2,0,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,2,2,6,7,6,2,2,6,6,7,1,2,4,7,6,7,6,7,6,7,7,6,6,5,2,6,4,6,7,6,7,6,7,7,6,7,4,7,5,6,6,7,6,6,6,6,7,3,7,6,5,6,6,6,7
215,1,13,8,22,2,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,2,7,1,6,7,6,7,5,1,6,6,2,3,2,7,7,6,6,6,6,7,5,5,6,5,6,2,6,6,6,6,7,6,7,6,6,2,7,3,7,1,2,5,6,5,6,6,4,5,5,3,7,6,7,3
216,1,2,4,20,1,2,5,1,1,0,1,1,1,0,0,0,0,0, ,1,2,2,2,2,6,2,7,6,7,1,5,3,7,1,6,3,2,2,7,7,7,6,6,7,2,6,7,7,7,6,2,7,6,2,7,7,7,6,7,6,6,6,2,2,3,7,6,6,7,6,5,6,4,5,1,6,6,5
217,1,2,6,22,1,2,4,1,1,0,1,0,1,0,0,0,0,0, ,0,1,2,1,2,7,1,7,7,6,2,7,1,7,1,6,1,2,1,7,7,6,5,6,7,1,7,7,7,6,6,1,4,5,2,7,7,7,6,6,7,7,6,1,1,2,7,7,6,7,5,7,7,6,5,1,1,7,7
218,1,2,6,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,2,2,2,2,6,1,6,7,6,1,6,1,7,2,6,2,2,1,7,6,5,7,6,7,1,7,7,7,6,6,1,7,6,1,7,6,6,6,7,7,7,7,1,1,3,6,6,7,7,6,4,7,3,6,1,7,7,6
219,1,2,6,21,1,4,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,2,2,7,2,7,7,7,7,6,2,7,7,1,2,2,6,7,6,6,7,7,7,6,6,6,7,7,1,7,7,6,7,7,7,6,6,7,1,6,2,7,1,2,7,7,6,5,5,5,3,6,2,7,7,7,2
220,1,1,1,20,1,2,4,1,1,0,1,0,1,0,0,0,0,0, ,1,1,2,1,2,6,1,5,6,5,2,7,7,6,2,6,2,6,2,2,6,6,2,7,6,5,2,6,6,6,6,2,2,6,6,6,2,6,6,6,7,7,6,7,2,7,2,6,6,6,5,2,6,7,6,2,7,7,5
221,1,2,1,19,2,5,3,1,1,0,0,0,0,0,0,1,0,0, ,1,1,2,2,1,7,7,7,6,7,1,6,5,6,2,7,1,2,7,7,6,6,6,7,7,1,6,6,5,7,6,2,7,7,1,6,6,7,6,6,7,7,6,1,2,1,7,7,7,6,7,7,7,6,6,2,7,6,6
222,1,2,4,21,1,1,4,1,1,1,0,1,0,0,0,0,0,0, ,1,2,1,1,2,7,1,7,7,6,1,6,2,7,2,7,2,2,7,6,7,6,7,7,6,1,7,7,6,7,6,2,6,7,2,6,6,7,6,7,7,7,6,1,1,6,5,5,6,7,7,7,7,7,6,3,7,6,6
223,1,13,8,22,2,1,3,1,1,1,0,0,0,0,0,0,0,0, ,0,2,2,3,2,6,2,7,6,7,6,7,2,7,7,1,2,1,7,6,7,7,6,6,7,6,6,7,7,7,1,6,7,6,5,6,6,5,7,6,3,5,3,6,3,7,6,6,6,7,7,4,6,7,2,7,7,6,5
224,1,13,8,22,2,2,4,1,1,0,1,0,0,0,0,0,0,0, ,1,2,2,3,2,6,2,7,7,7,6,6,2,7,7,1,2,3,7,6,6,7,7,6,7,6,6,7,7,5,1,7,7,6,7,7,6,6,7,7,2,6,2,6,1,6,7,7,6,7,6,3,6,6,3,7,6,6,5
225,1,13,8,21,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,2,2,7,2,7,6,7,6,6,3,7,7,1,5,5,6,7,7,7,7,7,6,6,7,6,7,7,1,7,6,7,7,5,7,6,7,7,1,6,1,7,1,5,6,7,7,6,6,4,7,6,1,7,5,6,5
226,1,13,8,21,2,1,4,1,1,1,0,0,0,0,1,0,0,0, ,1,2,1,1,2,6,2,7,6,6,6,6,2,6,5,3,3,3,6,6,5,6,6,6,5,6,7,5,6,7,3,7,5,6,7,6,7,5,5,6,1,6,2,6,1,3,6,5,5,6,5,6,6,4,3,5,5,6,4
227,1,13,8,22,1,2,4,1,1,1,1,0,0,0,0,0,0,0, ,1,1,1,1,2,5,3,7,7,6,7,5,3,7,6,1,5,3,7,5,6,6,6,5,6,7,6,7,5,6,2,7,6,5,6,7,6,7,6,6,3,6,2,6,1,5,6,7,7,5,6,5,6,5,2,7,6,6,5
228,1,1,1,22,1,1,3,1,1,1,0,0,0,0,0,0,0,0, ,1,1,1,1,1,1,1,3,5,1,7,3,1,4,7,1,1,3,7,4,999,1,7,1,1,7,7,7,7,1,1,1,7,6,6,6,6,4,4,7,1,5,1,7,1,4,2,6,6,2,999,6,6,6,1,6,1,5,4
229,1,1,1,19,1,2,4,1,1,0,1,1,0,0,0,0,0,0, ,1,2,2,2,1,6,4,7,5,7,2,6,7,5,4,1,7,7,2,6,3,5,7,7,6,3,4,7,6,4,7,3,7,7,4,7,7,7,6,7,4,5,4,7,6,7,6,6,7,6,4,5,6,7,2,7,6,7,7
